question_id,question_content,question_tags
1010484,been on antibiotics for a week  on birth control  but very light spotting no sexual intercourse  period not expected for a week  normal,breakthrough bleeding  sexual intercourse  menstrual  condoms  estrogen  contraception  birth control  antibiotic
1011077,have a mole on arm 3 x 3 mm mostly uniform colour with a little lighter spot in the middle recently noticed that it has become a bit raised cancer,moles  cancer  biopsy  dermatology
1011110,finished meds for chylmadia  having on and off pressure in rectum still see small red lines on inside of vagina it itches and burns what is this,yeast  candida  burns
1011607,survival for 42yr woman  breast cancer both breasts  no smoking  drinking 2 children pat grandmother and aunt died from itearly stagenipple invert slowly from breast feeding over 9yrssaw dr,breast cancer  breast carcinoma  cancer  smoking  children  breastfeeding  feeding  medical oncology
1011851,normal echostress test normalthyroid test normalblood work goodcardiac enyzmes goodekg shows normal heartbeatdr said its just fastgood,stress  stress test  electrocardiogram  echo
1012085,severly itchy raiaes off skin rash that started on arm then spread to legs and back it get red and hot what is this,skin rash  rash
1012209,why do i get pain in my hip when i lie on it for a long time and why do i get shooting pains in my leg behind the knee,therapist
1012385,lower abdominal discomfort  ultra ct scans  bloodwork  esr  pst  colonoscopy  celiac hla typing  celiac panel all normal can it be ativan withdrawal,abdominal discomfort  abdominal pain  celiac disease  computed tomography  ct scan  esr  colonoscopy  celiac panel  hla typing  ativan
1013413,what are small red itchy bumps on back of neck symptoms of,itchy rash
1013732,found a darker colored splotch on my skin does not look like a mole its elevated and fairly large  uneven shape also itches very slightly,moles  dermatology  asymmetric face
1013819,i have stomach pain  fatique  heart burn  nausea  and bloating what can it be if my pregnancy test showed negative,abdominal bloating  heartburn  stomach pain  nausea  ulceration  stomach discomfort  bladder  pregnancy test  gastrointestinal pain  burns
1014117,im supposed to be 7 w pregnanthcg 4518 i did vaginal ultrasound but there was nothing switched to another dr and he saw fetus but its too small,blighted ovum  serial ultrasound  ovum  sonogram  pregnancy
1014179,i fell on  my knee and now it hurts and now it feels like i have water sensation running down my leg i have bad sciatic problems and can barely walk,orthopedic surgery  running  gait
1014622,long  vigorus oral sex both virgins  no stds  no penetration burning sensation while urinating  brown discharge  light bleeding  why,std  burning sensation  urination  urine  antibiotic  ua  sex  micturition  urinalysis
1014792,i have been having heart palpitations  loss of feeling in arm  nerve pain on right shoulder and right leg as well as neck plus extreme fatigue,exhaustion  lethargy  palpitation  neuralgia  imaging  nerve pain  nerve  physical therapy  heart palpitations  physiotherapy
1014921,sore throat for 11 days no fever flu chest pain on both sides intermittently which increase on pressurefor last 2 days  my stool has been dark green plus very anxious lately due to health concerns,bacterial infections  feeling anxious  throat pain  chest pain  nervousness  sore throat  fl  fever  anxiety disorder  chest tightness
1015169,very sexually active  no period last month   negative pregnant test  period 3 days late whats going on,urine  pregnancy test  hormone  pregnancy
1015295,elbowed near the temple front top of right ear 4 days ago small bump  pain to touch little discomfort in right eye during mornings hurts to put pressure no bruise no dizziness or black out,dizziness  unconsciousness  syncope  vertigo  tactile  concussion
1016415,would a ovarian cyst and uterine polyp cause pelvic pain every day  back ache  shivers down legs aching legs  headaches heavy periods,back pain  headache  pelvic pain  menorrhagia  excessive menstrual bleeding  ovarian cyst  hypermenorrhea  heavy periods  polyp
1016608,sudden loss of hair  one single spot  red skin in the area  size of a coin located top of the head what could it be,stress  baldness  red skin  red skin  hair loss
1016663,i have a red bump under my eyelid that hurts  is swollen and itches at times what is it and how do i cure it fast,eye pain  chalazion  hordeolum
1016849,does chlamydia feel like a yeast infection or uti,yeast infection  urethritis  chlamydia infection  yeast  candida
1017813,pain under left side breast below rib cage  also got indigestion pain and pains in the back along with vomiting no fever,indigestion  fever  heartburn  vomiting  stomach upset  ulceration  peptic ulcer  gastritis  ibuprofen  antiinflammatory
1017862,what could a red itchy rash on knuckles and elbows be,itchy rash  rash  skin rash  psoriasis  dermatology
1018724,what causes pain and burning down the front of the left upper thigh and leg  right above knee,
1020398,can an infected tooth give you a sore throat or make you dizzy,throat pain  sore throat  dizziness
1022318,if an ovarian cysts ruptures  will you bleed,ovarian cyst  rupture
1023370,itchy in my vagina doctor said its not a yeast infection what to do,yeast infection  yeast  candida
1024264,snoring problem  what to do,snoring  sleep apnea  apnea  snoring  sleep  sleep medicine
1024434,whats this small pea sized hard lump on my arm near the elbow  what is it,
1025003,what are the chances of getting pregnant on lo loestrin fe if you have unprotected sex the second day of the pack and if you doubled up that day,sex  pregnancy  oral contraceptive  lo loestrin fe  getting pregnant  ethinyl estradiol and norethindrone
1025005,rt ear face neck full puffy  asymmetrical  more sx almost 2 yrs  diff swallowing  now choking feeling lump rt side of neck  but not in throat,choking  ear nose and throat  choking feeling  ent and head and neck surgery
1025491,i did a liver profile test :alkaline phosphatase 471 u laspartate aminotransferase sgot 39 u l alanine transaminase sgpt537 u l,vitamin d deficiency  hepatitis  iron overdose  calcitriol  iron blood level  iron  vitamin d  vitamin b12  alcohol  sgpt
1025502,if i am a candidate for macoplasty surgery on my knee opposed to having a full knee replacement is macoplasty have good results what do you think,total knee replacement  surgery  knee replacement
102552,is treadmill test good enough to rule out possible coronary artery and heart disease,heart diseases  artery  cardiac catheterization
1025753,i have either blood clots or bits of product left over in my uterus  causing a serious infection  the dr doesnt know which why wouldnt they do a dc,blood clot
1025973,head pain stomach aches and a lot of nausea everytime i stand i feel dizzy i have a fever and i cant eat what medicine do i need to take,dizziness  nausea  fever  headache  stomach ache
1026460,hello  i have a lot of white stuff on the back of my throat  doctor told me not strep and may be viral  doesnt white mean bacterial infection,bacterial infections  streptococcal infection  ent and head and neck surgery  bacteria
1026732,pressure in head when laying down to sleep  mostly in forehead   near eyes and nose sides of head as well  no other symptoms noticed so far,sinusitis  sleep
1026964,dx serositis sle  abnormalities found on ct of liverno massesnorm biopsy no gallbladder can inflamed liver cause severe bloating and nausea,abdominal bloating  nausea  systemic lupus erythematosus  computed tomography  biopsy  rheumatology
1027078,period is 9 days late feeling nauseated headache dizzy and cant even stay awake had blood test neg going for another and had 6 urine test could preg,dizziness  headache  nausea  malaise  delayed menstrual period  urine  hormone  menstrual period  pregnancy
1027120,besides a uti  std sti  and pregnancy  what can cause burning with urination in women,std  sexually transmitted infections  burning with urination  nephrolithiasis  kidney stones  urination  pregnancy  micturition  urine
1027165,shoulder blade pain  breastbone pain  lower back pain  rib pain   seems to wrap around my body  started severe 5 days ago slight cough and sore,back pain  cough  low back pain  breastbone pain  pain in the back
1027569,sometimes feel something moving inside of back head   neck and hear like a gerggly  sound at the same time  what is this from also daily headaches,stress  arthritis  painful joints  headache  ra  rheumatoid arthritis  osteoarthritis  cartilage  sleep  rheumatism
1027614,sore nipples for 3weeks  now week of them not being sore  i have a bruise type painbut no bruise and lump in right breast,sore nipples  lactation consultant
1027641,i am 67  had chicken pox at 7 which led to encephalitis is it safe for me to get shingles vaccination since it uses live virus,shingles  herpes zoster  chickenpox  inflammation of the brain  vaccinations  encephalitis  virus
1027715,can having gerd and oesophagitis with a small hitus hernia in the upper stomach chest etc cause either breathless and pressure like symptom bloating,reflux  abdominal bloating  breathlessness  esophagitis  gastroparesis  hernia  gastroesophageal reflux disease  diet  gastroenterology
1027980,tickly throat overnight blood in phlegm  not coughed up drawn uptemperature  stuffy nose  particularly behind eyes sinusitis when to see doctor,stuffed nose  sinusitis  cough
1028225,im on birth control i missed a pill a day after ovulation day i had unprotected sex can i be pregnant no period,ovulation  missed period  pregnancy  sex  urine  contraception  birth control
1028314,how do you diagnose a mastoid infection in head and bones   pit gland  hypothalmus  eyes and earswhich scan is the most diagnostic and blood tests,middle ear infection  ear infection  psychiatric problem  magnetic resonance imaging  mri  imaging  otitis media  ct scan  computed tomography
1028461,f  16  throbbing abdominal pain  recurrent not uti cultures done blood clots in urine  increased pain9 with urination that does not relieve after,abdominal discomfort  abdominal pain  blood clot  belly pain  micturition  urination  urine  colic  urology
1028474,mono or strep throat what are the major difference in symptoms i would see i have most symptoms of both  but i feel more weakness fatigue  pains,strep throat  streptococcal infection  mono  lethargy
1028494,i get a shooting pain on left breast    should i get mammogram,digital mammogram
1028527,i have nonitchy red bumps on my side and hip they are starting to scatter towards my back and stomach they are small and almost resemble pimples,acne  pimples  itchy rash  red bumps  dermatology
1028859,past 4 days fatigue  nausea and loose stools in the morning  ok in afternoon  but no appetite blood work is fine  abdominal ultrasound showed gallstone not pregnant tested no urq pain gallstone,diarrhea  appetite  loose stools  nausea  lethargy  pregnancy  pregnancy test  sonogram  parasites  gallstones
1028869,im vaginally bleeding and cramping 4 days after taking azthromycin for chlamydiawhat could be the cause very scared,chlamydia infection  azithromycin
1029044,i have been suffering from throat infection for the past 5weeksthere is also a small swollen lymph node on the lower right side of my neck worried,pharyngitis
1029092,my 25 y o son has a pimply red rash on legs and elbows for about one week no fever somewhat itchy what could it be,fever  rash  skin rash  dermatology
1029094,does low testosterone cause to sleep apnea or does sleep apnea cause low testosterone,obesity  sleep apnea  apnea  sleep  erection  testoderm  low testosterone  testosterone  androgen  androderm
1029161,what can i do for a mucoid cyst on my finger it is close to the nail bed and looks like a pimplewhat can i do,pimples  osteoarthritis  rupture  mucocele  surgery
1030176,i have high igg kappa paraproteins  swollen lymph nodes in my neck my haemo has requested scans what is he looking for i thought pps were myeloma,enlarged lymph nodes  swollen glands  lymphoma  kahler disease  bone marrow  biopsy
1030181,ibs like symptoms as well as autoimmune ones no crohns  colitis bloodwork doesnt show anything abnormal other than low positive ana what doc can help,diarrhea  loose stools  inflammatory bowel disease  colitis  blood in stool  ucrohns disease  irritable bowel syndrome  gastrointestinal bleeding  digestive bleeding  losing weight
1030335,doc says i have facial eczema  prescribed elidel  using it for 5 months it is not helping red  itchy blotches appear daily i dont think its eczema,rash  dermatitis  eczema  ketoconazole  nizoral  elidel  facials
1030535,why do i feel pregnant but im on the depoprovera shot my lower stomach feels heavy  sensetive   i feel hungry in the am  i pee a lot    sore boobs,ovulation  urination  urine  hormone  pregnancy  micturition  depo provera
1030557,my doc wont send me for a colonoscopy even though blood was detected in my stool what should i do,feces  colonoscopy
1031146,pain starts in hip when pressure is placed  intense pain shoots down the side of my leg into my knee  down the rest of my leg and into my ankle,painful joints  arthritis  fibromyalgia  bursitis
1031297,is it harmful at all to wear ear plugs while sleeping at night,sleep
1031618,what type of ear plugs are best for sleeping,uswimmers ear  ear infection  otitis interna  hearing conditions  ear nose and throat  ent and head and neck surgery  otitis externa  otitis media  sensitive to noise  ear care
103189,have an itchy red rash in between groin and leg area  otc meds available,rash  dermatitis  red skin  skin rash  micatin  lamisil  antifungal creams  lotrimin  anti fungal drug  fungus
1032120,can swollen lymph nodes in the groin be caused from yeast infection,yeast infection  swollen glands  enlarged lymph nodes  yeast  candida
1032238,scared about sca ha normal echo shows normal functionnormal ekgsjust fast heart atenololnormal stress testnormal blood workshould i worry,feeling anxious  stress  stress test  tenormin  anxiety  echo  atenolol
1032242,prostate fluid leakage during bowel movement  what illness could b rather than prostatitis which have these symptoms pain in testisweak urine stream,prostatitis  weak urine stream  prostatic fluid  urine  intestine  bowel movement  bowel
1033374,dr says ear infection  gave leviqun  motrin still in a lot of pain 2 days later in ear jaw  upper  lower teeth could it be a tooth problem,ear infection  dental pain  tooth pain  otitis interna  dentistry  otitis externa  otitis media  motrin  ibuprofen  wisdom teeth
1033765,ive only got the depoprovera shot twice i missed my third shot and have had unprotected sex since is it possible that i can get pregnant,ovulation  condoms  ella  contraception  levonorgestrel  birth control  sex  pregnancy  fertility  depo provera
1034221,deep congestion  throat blisters  hoarse voice  diarrhea  headache  tonsil stonesa lot  8 in a wk  nausea  sore throat am still breastfeeding  some help,sore throat  hoarseness  loose stools  nausea  throat pain  diarrhea  headache  tonsil stones  herpangina  painful mouth sores
1034799,i have a thin paper cut like line around the back inner edge of my vagina i was just tested and treated for chlamydia is that just healing from this,inflammation  chlamydia infection
1035123,right knee is swollen and stiff for 4 days now and gets really sore when i walk on it soreness goes up my thigh as well : what should i do,inflammation  knee swelling  gait
1035421,i have already had a period  but i am spotting a week before my next period is due negative pregnancy test can a blood test tell if pregnant now,missed period  ovulation  urine  pregnancy test  pregnancy  menstrual period
1035469,mirena was removed late january  still have not got pregnant  do i need to go see doctor or do you recommend anything,obstetrics and gynecology  gynecology  gynecologist  pregnancy  mirena
1035509,if you get throat vaginal swabs for chlamydia and gonorrhea and it comes up negative  should you get a separate test for the rectum,std  gonorrhea  chlamydia infection  sex
1035679,once u conceive is there already hcg in ur body straight away i had level of 5 over a wk ago after miscarriage had sex  today i hav a level of 2,pregnancy loss  spontaneous abortion  sex  hcg level
103591,i have foot calluses or corns can i cut them off myself,corns  corn allergy  incision  callus
1036373,if you have an eye infection caused from chlamydia or gonorrhea is there any chance you could have gotten it from some other way and not sexually,eye infections  gonorrhea  chlamydia infection  eye health  tactile
1036402,i have livedo reticularis  bulging veins  nonhealing body acne  off on fever  gi bleeds  diarrhea alt w constip  migraines  shocks of pain neck lymph nodes no ibd  ana negative any common cause,acne  fever  diarrhea  pimples  loose stools  inflammatory bowel disease  livedo reticularis  migraine  shock  facial pimples
1036905,i had surgery to removed a cyst a few weeks ago i had minor bleeding after the surgeon removed staples from my chest today should i be worried,surgery
1037152,having nausea last 2 weeks i have nerve pain all over my body random headaches and feel like theres pressure inside my head is it a brain tumor,nausea  headache  neoplasms  neuralgia  brain tumor  nerve pain  nerve
1037377,i had a uti last month my doctor said he found a lot of white blood cells in my urine and asked me if i vaginal discharge what does that mean,vaginal discharge  urine
1037514,fatigue headaches w vision changes nausea low appetite struggling with daily tasks ct of head ordered for poss brain bleed tumor possible scared,appetite  headache  nausea  migraine  neoplasms  lethargy  vision changes  cancer  vision  computed tomography
1037590,bloated  cystitus  nausea  dizziness  spotting a day after ovulation  unprotected sex nearly 2 weeks ago  could this be signs of pregnancy,dizziness  nausea  ovulation  pregnancy  sex  vertigo  home pregnancy test  pregnancy test  bladder infection
1037767,a gentle headache that moves location around my head for a couple days and in some spots i can feel the pain when i touch the spot thats aching,headache  arteritis  biopsy  ophthalmology  tactile  sedimentation rate
1038115,i did mammogram for breast before a year and there was fibrocystic changes in my left breast and was not milignant till now i am feeling it is it ok,ultrasound of breast  digital mammogram
1038559,healthy 32 yro woman  white red blood cells in urine  only symptom low back pnplain xray looks clear doc says uti  but no burning when urinating,urine culture  urine  urination  roentgen rays  micturition
103865,is it sinus  migraine  vertigo  or something else when you are congested  with headache and a bit dizzy,sinusitis  dizziness  headache  migraine headaches  migraine  vertigo
1038726,what should we do for slight discoloration on my daughters arm and legs legs also have some rashes that cause itchiness and flare up after swimming,dry skin  rash  skin rash  hycort  synacort  hytone  hydrocortisone  swimming  topical steroid  dermolate
1039111,my throat or chest hurts when i breath through mouth and nose it is hard to breathe could this be an asthma attack,asthma  chest pain  difficulty breathing
1039125,im having cramps  back pain and very sore  breasts  they are itchy also my right breast got bigger my period is about to come but am i pregnant,back pain  breast pain  pain in the back  pregnancy  pregnancy test  menstrual period  menstrual cycle  sex  urine
1039339,whats causing this burning sensation in pad of thumb no burn  cut  swelling  bleeding  or blister just a slightly darker spot under surface size of eraser pain very small  local  but intense,burning sensation  burns  foreign body
1039672,12 year old  puking  nauseated   loss of appetite   no fever but rising temp  tested negative to strep  headache  also sore throat   what could this be,appetite  throat pain  sore throat  vomiting  fever  headache  malaise  nausea  loss of appetite  streptococcal infection
1039814,ever since i moved to college ive been experiencing bowel problems such as bloating  gas  diarrhea  rectal mucus discharge whats the cause of this,abdominal bloating  diarrhea  loose stools  inflammatory bowel disease  giardia  intestine  feces  bowel  endoscopy
1039874,woke up hot and heart rate was in the 130s blood pressure was high too whats wrong with me its not anxiety,feeling anxious  thyroid diseases  heart rate  blood pressure  anxiety
1040117,i had an open ovarian cyst surgery two years back and a few months later i started getting low grade fever 99996f it stays persistently mostly,fever  ovarian cyst  low grade fever  surgery
1040264,scared about my heart  normal ekgs  echo  stress test  chest xray and blood work normal should i have any reason to fear high anxiety,feeling anxious  stress  roentgen rays  stress test  xray of chest  echo  anxiety
1040363,my symptoms are: rapid heart beat  slow heart beat  fluttering in my chest  feeling my heart beat  pain in my chest  lightheaded  and dizziness,dizziness  lightheadedness  rapid heart beat  vertigo
1040367,sept9 posted about painful lymph nodessince have fatigue  glands still up hard painless lump behind ear epstein virus test positive what is it,lethargy  glandular fever  infectious mononucleosis  mono  rupture  streptococcus  virus  streptococcus infection
1040521,does a completely removed potential precursor to malignant melanoma atypical nevus return in same place does it return as a malignant melanoma,wounds  moles  skin cancer  melanoma  malignant melanoma  dermatology
1040544,what do u do if u have nighttime tachycardia im wearing a heart monitor again no blood clots clear xray and ct labs god too,feeling anxious  rapid heart beat  blood clot  panic attacks  heart rate  computed tomography  anxiety
1040689,a red spot on right breast 1 2cm its not painful  not itchy  no heat or swelling its not hard but small red lines coming from it  spotbiteibc,dermatology
1040742,im 24 years old  i have never been pregnant within the last year or so my period symptoms are getting worse tender breasts  bloatedness  cramps y,breast tenderness  gynecologist  gynecology  hormone  pregnancy  menstrual period  menstrual cycle  obstetrics and gynecology
1040925,i had an ovarian cyst open surgery 2 years back and have 99994 temp since then which makes me tired and body aches occur is it normal,lethargy  ovarian cyst  body aches  surgery
1041173,after 11 days of cold symptoms   i have a sore throat  laryngitis and a low grade fever  signs of secondary infection,fever  throat pain  laryngitis  sore throat  low grade fever  upper respiratory infection
1041774,if a patient having angina pectoris is also suffering from hypotension and bradycardia which antianginal can be used that do not exacerbate hypotensio,chest pain  low blood pressure  hypotension  angina  baby low blood pressure  slow heart rate  calcium  heart rate  ranexa  ranolazine
104198,is a big prostate the only reason for experiencing urinary hesitancy  weaker urine stream,urethral stricture  enlarged prostate  urinary hesitancy  bladder  polyp  male health  urine  urology
1042172,bad odor coming from vagina 3 weeks after unprotected sex was tested for std 2 weeks ago what could this be from no discharge just smell,std  sexually transmitted infections  sexually transmitted diseases  trichomonas  bacteria  metrogel  metronidazole  probiotic  sex
1042478,red itchy bumps with white circle around them on legs and stomach look like tiny hives food allergy cause would i see a derm,stress  hives  itchy rash  hypersensitivity  antihistamine  cholinergic  nutrition  exercise  food allergy  dermatology
1042564,will is oa make knees swell like grapefruitsevere pain no walking happens often not goutwho do i seeallergic nsaids aspirin plz advisethx,gout  halfprin  nsaids  osteoarthritis  rheumatology  bayer  aspirin
1042690,what would cause a positive lyme ab screen but negative lyme igg and negative igm very high neutrophils low lymphocytes in my 5yr old daughter,lyme disease  immunoglobulin m
1043146,im having all over abdomen pain but mostly lower painbloating  also feeling painpressure in my rectumvagina area when sitting usu when ovulating,abdominal bloating  abdominal pain  irritable bowel syndrome  endometriosis  ovulation  intestine  bowel
1043292,my colon feels sore and is painful when i have a bowel movement but my stool has no blood and mostly good color i do get constipated,constipation  abdominal pain  abdominal discomfort  colonic  colonoscopy  feces  bowel movement  bowel  gastroenterology  intestine
1043885,my daughter is now fourteen since age ten she has been getting i ovarian cysts that rupture at least once a year she hasnt started her period yet,ovarian cyst  gynecology  obstetrics and gynecology  menstrual  pediatrics  gynecologist  tens  rupture  puberty  menstrual period
1043919,torn ligaments in knees some instability now at age 34 what happens when im old keeping it in check w  exercise now is surgery better in longrun,ligament tear  surgery  exercise
1044126,have 99994 temp since 2yrs after ovarian cyst surgeryit gets normal smtimes bt usually persists n makes me tired  lethargic n drowsy is it fever,drowsiness  fever  abscess  lethargy  ovarian cyst  surgery
1044161,had knee arthroscopy and foot cyst removal at same time supposed to put pressure when walking but too swollen tight  dont want stitches to burst,knee arthroscopy  arthroscopy  arthroscopic surgery
1045018,if i have preg symptoms and movements in my stomach bu i just got the depoprovera shot on the 30th of oct could i still be preg would the result be true,pregnancy  hormone  contraception  birth control  depo provera
1045487,had unprotected sex and took plan b the day after  but now 2 weeks after the pill and a period im having redish brown discharge am i pregnant,sexually transmitted diseases  std  vaginal infections  home pregnancy test  pregnancy test  vaginitis  contraception  birth control  sex  pregnancy
1046198,been off bc since end of sept still dont have a period  white milky discharge  sore nipples  lower back pain  nausea  unprotected sex pregnant,back pain  nausea  sore nipples  pregnancy  sex  menstrual period  low back pain  pain in the back
1046278,nausea  loss of appetite also frequent urination  fatigue  upset stomach  headache no fever or vomiting on day 9 symptoms started very suddenly no history of gi issues could it be a virus,virus
1046410,wife  experiencing bright red rectal bleeding she has been diagnosis with hemorrhoids  but this time it is excessive is there an immediate risk,rectal bleeding  hemorrhoids  anal swelling
1046512,im a mother of 4 children i had my last baby 3 months ago till now i feel so tired and weak in the knees and my legs ache towards the afternoon,leg pain  children
1046748,had nausea  sore breasts  bloating  and tiredness after missing 2 bc pills  started bleeding 2 days before scheduled period could i be pregnant,abdominal bloating  nausea  breast pain  oral contraceptive  pregnancy
1047620,dark bloody bms 2 weeks w alternating diarr const persistent ulq pain worse w pressure lower abs crampy mild temp  sore lymphs in breast  armpit  night sweats gi ruled out ibd missed diagnosis or what,night sweats  inflammatory bowel disease  sweating at night  gastroenterology
1047724,my physical bloodwork came back with a 24 albumin globulin ratio   my total protein was 64   is this something i should have checked into further,albumin
1047757,i am not sure if i am pregnant the last time i was sexually active was three weeks ago and i have a lot of symproms but i dont get my period tillnov20,pregnancy  menstrual period  menstrual cycle
1048020,at 32 weeks pregnancy my baby developed mild ventriculomegaly  mega cisterna magna torch is good except it is + for cmv igg and  for igm any conect,pregnancy  immunoglobulin m
1048317,i am taking buproprion xl  and i should not take cipro i have a uti  and in the past only cipro cleared it up bactrim ineffective what can i take,urinary tract infections  ciprofloxacin  ciprofloxacin  cipro  bupropion  bactrim
1048360,if you have swollen lymph nodes anywhere  would that mean that there is some sort of infection  which may cause a higher white blood cell count,enlarged lymph nodes  swollen glands  white blood cell
1048443,my doctor told me i had bacterial vaginosis and said that doxycycline would clear it up or in case i had chlamydia it would clear it up to is that tru,bacterial infection of the vagina  chlamydia infection  doxycin  doxycycline  periostat  doryx  chlamydia trachomatis   vibra tabs  vibramycin  bacteria
104864,band of pressure around eyes is that just headache or a sign of sinus infection,headache  sinusitis  glaucoma  eye health  oxymetazoline
1048735,34 weeks pregnant  hsv 1 igg positive due to cold sore a year ago had break out not tested for igm could this affect the baby  any advice,cold sore  herpes simplex 1  pregnancy  hsv  herpes simplex  immunoglobulin m  34 weeks pregnant
1048750,past mth keep getting itchy red bumps on face  neck  chest what could it be,itchy rash  red bumps
1048808,fell on knee snowboarding swelling  bruising  searing pain in patellar tendon area when flexing foot up can move  walk  stand fine thoughts,ecchymoses  snowboarding
1048826,i had my appendix and an ovarian cyst removed a week ago for 5 days now i have had diarrhea and nausea is this from my surgery,diarrhea  loose stools  nausea  ovarian cyst  surgery
1048845,pain in left chest under breast if its heart related  would it hurt when i press on the area i dont want to sit in the er if its muscle,
1048852,what can you do to  the difference between heart issues and muscle issues pain under left breast  armpit  above breast and shoulder for days,
1049621,ive been on my period for too long had the implant=7 month bleed 2 types of pills=still bleeding  depoprovera worked but ive been bleeding for a month help,menstrual period  menstrual cycle  implant
1050174,had period 3 days early dark almost black blood and i tested positive on a 5day sooner but doc did blood and urine at er and said neg still feel preg,urine
1050347,female dizzy 24 7 abt 18mnth now all test mri blood test normal fell confuse like something goingon on my head  i try xanax doesnt help me help plz,dizziness  vertigo
1050409,why one year ago i have: 1 flu throat  2 head painpressure  3malaise  4 heartbeats  without gripefever,malaise  headache  fl  fever
1050504,do i need to be concerned with a consistent resting heart rate of 100 blood pressure is usually 110 80,heart rate  blood pressure
1050804,runny nose 2days now but 2day i have bad pressures an pain around left eye just above n below near nose on eyebrow  cheekbone am cryin in pain,rhinitis  runny nose
1050842,my pap smear comes out negative buy my boyfriend came out with hpvgenital warts i get a yeast everytime we have sex what should i do,warts  sexual intercourse  pap smear  sex  yeast  hpv  genital warts  cervical smear  candida
1050865,hit back of head not to hard small bump like if u got elbowed but feel tired since feel bit weak hard to work no headache bit sore bit dizzy,headache  dizziness
1051315,i was diagnosed with a kidney infection  chlamydia  and possibly gonorrhea which i got the shot for 2 days ago   which of these may cause itching,gonorrhea  kidney infection  chlamydia infection  chlamydia trachomatis
1051804,stomach cramps and diarrhea about 115 hrs after eating cramps so bad i feel like vomiting happening spiraticly over 4 weeks now ulcer gallbladdr,vomiting  diarrhea  loose stools  stomach cramps  ulceration  emesis
1051836,i have an extremely painful toe specially at night looks swollen nd red however no signs of a fungus or ingrown nail or injuries  please help,fungus
1052401,i just had my period last week and now my breast are sore and im cramping and have pink discharge what should i do about it,menstrual period  menstrual cycle
1053259,memory flashes suggest i was sexually abused as a kid if true  could it have caused lax ligaments in si joints pelvis sacrum slips in out of place,ligament laxity  memory  children
1053479,male 22 get pvcs often had ecg  24hecg  stress ecg  echo  cardiac mri mra safe to ignore the pvcs its a quick skipped beat feeling,stress  arrhythmia  premature ventricular contraction  electrocardiogram  mri  echo  magnetic resonance imaging
1053725,a small lump has come up on my elbow and its really sore and my arm is aching what does this sound like,
1053747,abdominal pain  bloating  gas  constipation loss of appetite on birth control are these pregnancy symptoms,constipation  abdominal bloating  abdominal discomfort  appetite  abdominal pain  loss of appetite  belly pain  birth control  contraception  pregnancy
1055076,please tell me  could a fungal toe infection cause swollen lymph nodes in groin,swollen glands  enlarged lymph nodes
1055090,i have a very itchy rash on legs and arms raised bumps which scab over due to scratching ive recently travelled to the us stayed in hotels,skin rash  rash  itchy rash  severe itching  scratching
1057248,could semen make vagina smell bad,semen
